,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,Genuine,ID
1010,-5,-20.72,91.9,256.8,1.451,0.3682,0,31
1088,-5,7.625,106.44,238,0.655,0.4802,0,31
1177,4,-19.7,81.8,291.2,2.516,0.11395,1,31
1231,-5,-5.957,99.44,229,1.523,0.4802,1,31
1285,5,-16.11,104.4,272.2,2.502,0.3977,1,31
1339,-4,-5.48,93.94,215.9,1.396,0.473,1,31
1393,-5,-11.89,97.6,226.5,0.6855,0.384,1,31
1447,-1,-3.576,99.7,221.5,1.395,0.534,1,31
1501,-3,-12.83,95.25,221.8,1.041,0.4668,1,31
1555,-5,-7.73,91,223,2.379,0.443,1,31
1609,-1,-15.56,110.94,222,1.129,0.4443,1,31
1663,-5,-23.69,109.4,212.6,1.005,0.4353,1,31
1717,4,-17.94,72.25,302,2.486,0.1825,1,31
1771,-5,3.062,100.06,221.8,1.246,0.4717,1,31
1825,-5,-11.78,88.9,215.5,2.041,0.4377,1,31
1879,-4,-5.355,102.1,236.5,0.9844,0.508,1,31
1933,-4,-23.67,100.5,214.8,0.959,0.4155,1,31
1987,-5,-6.414,94.75,214.1,0.8667,0.4434,1,31
2041,-5,-17.8,82.56,259.5,2.492,0.3467,1,31
2094,-5,-1.567,106.25,214.8,2.062,0.5093,1,31
2148,-5,-9.84,92.25,218.6,2.395,0.3938,1,31
2201,-4,-5.668,98,220.8,1.351,0.4722,1,31
2255,-1,-15.33,86.25,173.6,2.465,0.3745,1,31
406,-4,-3.334,87.4,261.2,2.113,0.432,0,32
430,1,-29.23,86.1,272.5,1.691,0.3975,0,32
442,5,-19.16,86.06,289,1.595,0.3447,0,32
537,-4,-9.33,82,263.5,2.158,0.4602,1,32
620,-3,-12.69,92.1,274.5,2.188,0.439,0,32
644,-5,-47.06,93.8,259,0.6978,0.356,0,32
656,-5,-20.22,87.8,278.2,1.86,0.3472,0,32
750,0,-4.496,101.8,264.8,2.066,0.446,1,32
833,0,-9.69,94.25,273.5,2.113,0.4028,0,32
857,-5,-17.73,84.9,264,2.164,0.3567,0,32
869,-5,-21.03,93.7,276,1.841,0.3718,0,32
964,0,-15.11,88.1,292.2,1.036,0.5273,1,32
1047,-4,-14.164,89.7,257.5,2.21,0.4163,0,32
1071,-2,-21.64,97.94,269,1.995,0.3994,0,32
1083,-2,-16.22,90,266,2.107,0.3738,0,32
1178,0,-19.66,104.75,267.8,0.933,0.415,1,32
1232,2,-27.19,86.4,262.8,0.9385,0.4062,1,32
1286,4,-19.86,100.1,274.5,1.021,0.3757,1,32
1340,-4,-14.1,104.56,253.4,1.059,0.378,1,32
1394,-1,-4.277,103.9,267.2,1.783,0.4082,1,32
1448,2,-1.19,94.4,254.1,1.737,0.4849,1,32
1502,0,-2.775,96.4,261.8,1.719,0.482,1,32
1556,-3,-10.42,101.7,279.2,1.403,0.2847,1,32
1610,0,2.352,99.5,265.5,1.767,0.4663,1,32
1664,0,-3.514,75.94,263.2,1.781,0.4504,1,32
1718,-5,-3.172,102,262.5,2.096,0.4707,1,32
1772,0,-20.56,85.3,270.2,0.9634,0.552,1,32
1826,-4,-5.855,96.2,271.8,1.238,0.3738,1,32
1880,0,-4.582,81.2,260.8,1.72,0.496,1,32
1934,3,0.1774,94.8,253.6,1.709,0.3826,1,32
1988,-3,-5.605,99.3,276.2,2.547,0.451,1,32
2042,2,-1.222,102,273.8,2.176,0.4229,1,32
2095,4,-9.69,89.8,270,0.2113,0.4553,1,32
2149,0,-13.64,107.5,250,1.145,0.449,1,32
2202,1,-4.76,91.75,267.5,2.125,0.5293,1,32
2256,3,-8.555,94.94,283.8,1.057,0.501,1,32
407,-3,-1.726,108.8,220.2,0.851,0.5186,0,33
485,1,0.4788,99.1,246.9,-1.841,0.5093,0,33
493,5,-17.31,102.75,250.8,0.9536,0.537,0,33
522,0,-22.44,105,227.4,0.795,0.587,0,33
538,2,16.19,115.44,213.8,0.3196,0.564,1,33
621,3,-0.4983,99.7,238.6,0.59,0.5034,0,33
698,1,2.291,107.9,245.1,-0.3845,0.4988,0,33
706,0,-3.17,101.2,260.2,1.582,0.5625,0,33
735,1,4.29,110.1,221.2,-0.2051,0.5674,0,33
751,1,13.57,114.2,231.4,1.196,0.6143,1,33
834,-1,5.797,114,238.8,2.387,0.4714,0,33
912,1,0.5825,106.6,254.6,-1.513,0.541,0,33
920,-5,-5.87,98.4,240.6,1.646,0.4585,0,33
949,5,9.664,98.1,221.4,1.175,0.61,0,33
965,0,19.88,104.4,234.5,1.098,0.626,1,33
1048,0,-23.45,91.25,237.6,1.631,0.4976,0,33
1126,1,4.332,94.9,245,1.0205,0.5195,0,33
1134,-2,-4.098,99.56,249.9,1.582,0.567,0,33
1163,1,19.31,106.8,226.2,0.4973,0.658,0,33
1179,0,5.43,102.75,236.6,2.482,0.647,1,33
1233,1,1.255,115.9,212.4,-0.7026,0.5244,1,33
1287,0,-30.9,108.06,198.6,0.7793,0.559,1,33
1341,1,90,103.25,220.1,0,0.584,1,33
1395,3,-65.25,101.25,200.8,0.2769,0.5547,1,33
1449,-1,79.3,109.5,225.8,0.05127,0.57,1,33
1503,-1,-47.47,99.5,221.9,0.4,0.608,1,33
1557,-2,-24.88,98.6,210.5,0.564,0.5474,1,33
1611,1,-88.56,107.25,215.8,-0.005154,0.529,1,33
1665,-3,-45,112.7,218.8,0.4153,0.4868,1,33
1719,1,-30.62,98.8,232,0.3938,0.61,1,33
1773,-1,3.953,101.06,210.2,1.262,0.5117,1,33
1827,0,-3.31,94.06,217.9,2.482,0.5566,1,33
1881,-4,-4.93,106.56,226,1.308,0.4763,1,33
1935,-3,-0.939,106.5,220.2,0.3127,0.5386,1,33
1989,2,-9.164,104.2,214.9,1.749,0.5107,1,33
2043,-1,-34.38,106.9,216.1,0.2922,0.589,1,33
2096,3,-26.56,96.5,217.4,0.8203,0.598,1,33
2150,0,-16.62,96.44,210.8,1.77,0.564,1,33
2203,2,74.56,98.94,219.6,0.10767,0.591,1,33
2257,1,-19.05,100.4,207.6,1.856,0.4653,1,33
370,-2,-15.03,103,260.5,2.082,0.2302,0,34
399,0,-8.13,108.7,216.8,2.38,0.2465,0,34
443,-1,28.08,99.2,260.2,0.3845,0.3691,0,34
539,-4,-16.2,95.2,229.2,2.4,0.318,1,34
584,-5,-10.22,109.3,238.2,2.49,0.2644,0,34
613,-3,-17.44,103.8,233.2,1.503,0.2039,0,34
657,-5,5.316,89.75,263.8,2.37,0.3987,0,34
752,-4,-17.31,94.25,196.5,2.451,0.2216,1,34
797,-4,-12.78,104.6,237.2,2.375,0.2477,0,34
826,-2,-8.97,100.8,245.6,1.948,0.2988,0,34
870,-2,7.906,102.3,273.2,2.4,0.4246,0,34
966,-5,-45.97,107.3,254.6,0.3025,0.3809,1,34
1011,-5,-15.44,92.44,243.4,2.44,0.282,0,34
1040,-5,-16.12,86.94,231.9,1.349,0.317,0,34
1084,-2,-5.293,91.75,255.6,2.379,0.3318,0,34
1180,-5,-8.84,99.7,211.9,1.779,0.3687,1,34
1234,-5,0.516,98,216.8,-1.699,0.4087,1,34
1288,-3,-8.84,102.4,268.5,2.705,0.2732,1,34
1342,-5,-13.836,109.4,228.2,2.457,0.4644,1,34
1396,-4,-0.253,103.2,236.5,2.336,0.4417,1,34
1450,-2,-0.715,103.4,225.9,2.467,0.47,1,34
1504,-5,-10.43,108.56,245.6,1.866,0.3438,1,34
1558,-5,-6.92,106.56,272,1.943,0.37,1,34
1612,-5,-9.21,102.25,233.4,2.484,0.375,1,34
1666,-5,-5.445,99.94,241.1,2.42,0.4346,1,34
1720,-4,-7.426,104.25,245.9,2.518,0.4116,1,34
1774,-5,-14.04,107.75,238,0.06122,0.358,1,34
1828,-5,1.961,105.75,241.4,2.098,0.475,1,34
1882,-5,-17.64,105.3,245.2,1.766,0.442,1,34
1936,-5,-8.875,101.3,239.6,1.536,0.402,1,34
1990,-5,-7.176,96.9,237.5,2.158,0.333,1,34
2044,-5,-6.426,98.6,245.6,1.503,0.3997,1,34
2097,-5,-51.9,103.5,255.2,0.1487,0.3486,1,34
2151,-5,-17.39,100.6,251,2.375,0.3337,1,34
2204,-5,-11.31,94.06,237.2,0.02563,0.3525,1,34
2258,-5,-11.625,96.7,243.2,2.145,0.4124,1,34
371,2,2.33,111.2,219.8,2.406,0.333,0,35
421,-1,-33.7,105.06,208.8,-0.015465,0.2937,0,35
476,-2,1.834,108.2,188.5,2.082,0.4202,0,35
540,1,15.18,114.3,190.5,2.219,0.3682,1,35
585,3,4.05,102.9,200.2,2.486,0.3486,0,35
635,2,12.836,106,202.6,2.205,0.2773,0,35
689,-5,-36.88,110.3,194.1,-0.02061,0.401,0,35
753,1,13.78,105.5,212.6,2.186,0.3662,1,35
798,1,-3.03,93.3,202.1,1.938,0.3792,0,35
848,4,-45,101.56,207.1,-0.01031,0.3132,0,35
903,-4,-3.465,109.44,173,2.129,0.2908,0,35
967,0,18.98,84.4,226.9,1.938,0.39,1,35
1012,-3,9,100.1,206.8,2.17,0.3828,0,35
1062,0,-14.04,100.94,203,-0.02051,0.3276,0,35
1117,-4,-6.734,111.56,171.8,2.05,0.296,0,35
1181,0,19,105.25,216.4,2.025,0.3713,1,35
1235,-5,13.71,108.44,197,2.111,0.366,1,35
1289,4,-26.56,106.6,226.2,-0.01031,0.385,1,35
1343,1,-2.1,104.44,220.8,2.098,0.4111,1,35
1397,0,-6.848,83.9,244.2,2.06,0.3555,1,35
1451,2,18.7,96.6,237.5,1.938,0.4387,1,35
1505,0,-26.56,113.8,227.1,-0.010254,0.4258,1,35
1559,0,19.45,110.4,228.4,1.9795,0.385,1,35
1613,0,-11.31,105.4,222,-0.02577,0.3735,1,35
1667,5,-87.44,99.56,239.5,0.03093,0.3853,1,35
1721,0,-1.755,92.1,230.1,1.841,0.3525,1,35
1775,-5,-1.031,99.4,226.6,1.995,0.3696,1,35
1829,5,-26.56,104.8,217.5,-0.01031,0.4114,1,35
1883,0,-6.98,94,224,2.01,0.4138,1,35
1937,0,-0.574,101.5,228.9,2.047,0.4055,1,35
1991,0,14.88,112.6,218.2,2.135,0.4082,1,35
2045,-3,-14.92,88.44,220.1,1.964,0.253,1,35
2098,0,89.44,116.5,235.8,-0.005127,0.4453,1,35
2152,-3,-88.44,105.44,218.2,0.0158,0.4258,1,35
2205,-2,2.393,97.6,236.4,2.098,0.3933,1,35
2259,-5,18,93.9,225.1,2.025,0.3657,1,35
394,2,-14.19,124.1,208.4,2.322,0.265,0,36
433,-3,-12.234,130.2,199.4,1.902,0.2241,0,36
451,-5,-1.747,90.9,223.4,2.354,0.3386,0,36
541,-5,-19.03,83.06,223.5,2.363,0.3354,1,36
608,0,33.88,124.7,238.9,0.3845,0.37,0,36
647,-2,-13.84,126.25,215.2,1.801,0.2365,0,36
665,0,-32.28,112.4,240.2,0.0969,0.3477,0,36
754,-5,-11.83,99.44,226.2,2.4,0.2803,1,36
821,-3,-9.836,119.9,255.8,0.7734,0.4314,0,36
860,-3,-18.14,100.4,221.5,1.8,0.2534,0,36
878,-4,-1.785,103.4,246.9,2.139,0.3928,0,36
968,-3,-6.367,110.6,244.5,2.309,0.4128,1,36
1035,-5,-76.5,114.7,251.6,0.1641,0.3643,0,36
1074,-5,-19.88,117.8,233.9,1.759,0.277,0,36
1092,-5,-6.25,102.3,238.2,2.482,0.3657,0,36
1182,-4,-15.93,98.8,247.5,2.246,0.2534,1,36
1236,-2,-19.97,80.44,228.8,2.498,0.3032,1,36
1290,4,-10.98,119.94,225.8,2.54,0.3428,1,36
1344,0,-12.73,101.9,221.6,2.385,0.3486,1,36
1398,-2,-18.44,110.8,206.6,1.969,0.2515,1,36
1452,-3,-12.44,110.9,247.1,2.467,0.3323,1,36
1506,-4,-13.81,96.9,240.1,2.441,0.3164,1,36
1560,-5,-16.67,106.9,206.5,2.072,0.2605,1,36
1614,-5,-16.52,100.4,219.9,2.041,0.3242,1,36
1668,-5,-12.88,97.1,225.4,2.533,0.3135,1,36
1722,-5,-19.45,92.6,226.4,2.148,0.2766,1,36
1776,-5,-10.76,99.25,220.1,2.35,0.4148,1,36
1830,-5,-13.07,109.5,223.9,2.076,0.2622,1,36
1884,-5,-13.1,111.2,221.1,2.533,0.3125,1,36
1938,-4,-9.68,111.2,235.5,2.45,0.424,1,36
1992,-5,-18.1,104.6,222.2,2.041,0.3135,1,36
2046,-5,-23.73,90.06,222.1,1.984,0.2944,1,36
2099,-5,-17.86,89.9,245.4,2.309,0.3074,1,36
2153,3,-16.56,92.2,245,2.432,0.2737,1,36
2206,-5,-20.67,99.56,222.8,2.133,0.3179,1,36
2260,-5,-17.92,94.44,238.1,2.422,0.288,1,36
415,-1,-27.7,108.3,248.6,-0.2051,0.4905,0,37
452,-4,-9.17,97.8,282.8,2.807,0.1544,0,37
503,-5,-9.26,106.56,257,2.371,0.3271,0,37
525,-5,-6.26,93.06,246.8,1.782,0.205,0,37
542,-4,-15.19,94.4,257.2,2.223,0.3665,1,37
629,2,32.16,111.56,247.8,0.541,0.4841,0,37
666,-1,-37.7,89.4,260,1.037,0.2563,0,37
716,0,-11.055,104.94,229.4,1.794,0.429,0,37
738,-3,-16.22,86.06,237.8,2.578,0.1338,0,37
755,-1,7.723,115.9,268.8,2.174,0.4026,1,37
842,0,-67.94,108.5,247.4,-0.1436,0.4395,0,37
879,-5,-9.055,95.8,263.2,2.775,0.253,0,37
930,-1,13.62,124,241.1,0.6562,0.3835,0,37
952,-4,-55.5,87,259.2,0.5293,0.1984,0,37
969,-5,-8.84,103.3,237.2,2.252,0.4028,1,37
1056,-2,31.4,101.8,248,0.5825,0.4226,0,37
1093,-5,-0.7183,104.6,260.2,1.67,0.2942,0,37
1144,-1,-11.5,100.6,243.5,1.519,0.319,0,37
1166,-4,-56.53,91,247.2,0.4167,0.2345,0,37
1183,-4,7.793,113.25,248.9,0.5024,0.4011,1,37
1237,-4,-5.676,96.3,266.8,0.886,0.3794,1,37
1291,-4,-5.836,114.44,248.6,0.7134,0.503,1,37
1345,-5,-8.01,109.8,252.1,2.047,0.4172,1,37
1399,-5,-69.6,102.94,245.9,-0.1333,0.4114,1,37
1453,-5,-8.63,115.44,244.1,0.577,0.4458,1,37
1507,2,10.125,115.2,268,1.6045,0.477,1,37
1561,-5,-9.53,102.3,250.4,0.71,0.4116,1,37
1615,3,-67.94,111.75,258.8,-0.1547,0.4265,1,37
1669,1,-39.3,108,261.5,0.43,0.4167,1,37
1723,-5,-15.055,93.6,256.2,0.6167,0.3901,1,37
1777,-4,-19.25,102.3,252.1,0.3298,0.3909,1,37
1831,4,-9.66,99.3,255,1.484,0.3245,1,37
1885,-2,-2.525,110.8,264.2,1.085,0.443,1,37
1939,-2,-9.38,110.3,260,0.6206,0.4521,1,37
1993,-4,2.166,110.9,261.2,2.18,0.404,1,37
2047,-5,-20.64,99.5,246.2,0.7485,0.4062,1,37
2100,-5,-6.9,120.3,251.9,0.826,0.385,1,37
2154,-5,-8.85,107.2,268,1.415,0.3887,1,37
2207,-5,-10.05,117.94,240.6,2.035,0.469,1,37
2261,-3,-26.56,125.5,258.8,0.0316,0.421,1,37
363,-2,-22.48,90.06,266,1.041,0.342,0,38
455,-3,2.604,102.8,230.2,-0.4536,0.3962,0,38
523,4,-21.97,97.44,176,2.373,0.3093,0,38
543,-5,-18.56,101.9,241.6,1.344,0.3372,1,38
577,-3,-15.2,83.25,239.8,2.36,0.3416,0,38
669,-5,-9.25,106.8,239.4,2.205,0.365,0,38
736,-5,0.5254,105,235.5,-1.677,0.4146,0,38
756,-3,-36.06,108.25,238.5,0.641,0.3494,1,38
790,-3,-36.56,105.75,235.5,0.3213,0.3447,0,38
882,-4,-3.56,110.6,236.4,2.297,0.3665,0,38
950,-5,-12.055,91.7,246.8,1.456,0.3652,0,38
970,0,-53.5,95.3,248,0.3794,0.2734,1,38
1004,-4,-13.35,109.75,223.9,0.605,0.379,0,38
1096,-5,0.5303,96.44,234.8,-1.661,0.3555,0,38
1164,-2,-13.77,104.3,252.2,2.344,0.287,0,38
1184,-1,-17.12,101.94,225,2.031,0.3164,1,38
1238,0,-42.66,96.56,225,0.6416,0.3142,1,38
1292,-4,-40.78,91.3,233.9,0.559,0.3013,1,38
1346,0,-29.86,108.5,226.1,1.413,0.3257,1,38
1400,-5,-26,102.3,222,1.322,0.314,1,38
1454,-2,-20.36,76.2,234.2,2.404,0.2269,1,38
1508,-3,-20.38,106,217.1,1.015,0.355,1,38
1562,-5,15.945,102.4,237.6,-0.0359,0.329,1,38
1616,0,-27.12,89.56,241.5,1.618,0.3074,1,38
1670,-4,-53.72,103.6,222.2,0.4597,0.436,1,38
1724,-5,-26.77,108,226.4,1.174,0.3762,1,38
1778,-5,-34.3,108.44,225.6,0.646,0.3616,1,38
1832,-3,-16.2,91.8,253.2,2.107,0.4043,1,38
1886,-3,-23.2,101.7,239.4,0.2142,0.3948,1,38
1940,-3,-34.75,97,258.5,0.3179,0.4026,1,38
1994,-1,0.4841,97.56,247.2,-1.82,0.4373,1,38
2048,-1,-29.7,97.7,258.5,0.6924,0.4377,1,38
2101,-5,-42.22,93.2,229.6,0.2712,0.3882,1,38
2155,-2,-17.08,93.6,240.6,2.287,0.3997,1,38
2208,-3,-16.72,94.4,252.4,2,0.3396,1,38
2262,0,-25.02,101.5,226.9,0.2296,0.4146,1,38
366,-5,-24.44,112.2,222,0.0564,0.4565,0,39
389,-5,-9.46,96.75,225.8,0.03076,0.3452,0,39
411,-5,4.516,125.44,247.5,1.559,0.3066,0,39
544,-1,0.3508,103.25,228.8,-2.5,0.4734,1,39
580,-5,-30.78,113.25,178.8,0.2461,0.362,0,39
603,3,-2.447,96.44,234.9,0.603,0.396,0,39
625,0,2.49,113,208.8,2.135,0.3508,0,39
757,-5,0.3516,96.7,207.5,-2.494,0.465,1,39
793,-2,-26.56,108.8,207,-0.010254,0.4673,0,39
816,-1,1.771,94.5,199,-0.4973,0.4902,0,39
838,3,0.3516,84.4,221.5,-2.508,0.3413,0,39
971,-5,0.3486,115.75,213.6,-2.527,0.4924,1,39
1007,-3,-24.44,106.6,222.1,-0.0564,0.4539,0,39
1030,3,1.023,115.44,199.1,-0.866,0.4253,0,39
1052,-4,0.467,103.3,247.5,-1.887,0.3176,0,39
1185,-4,0,105.3,225.4,-2.482,0.4473,1,39
1239,-4,0.3516,114.25,235.6,-2.494,0.4702,1,39
1293,-5,0.353,104.3,224.6,-2.484,0.5674,1,39
1347,-5,0.3516,106.44,205.5,-2.508,0.5586,1,39
1401,-5,0.353,109.2,210.8,-2.498,0.5044,1,39
1455,-5,0.3523,106,219,-2.502,0.546,1,39
1509,1,0.353,111.8,186.4,-2.484,0.528,1,39
1563,-5,0.3494,108.3,283.5,-2.51,0.3738,1,39
1617,0,0.3538,105.06,200.8,-2.48,0.5244,1,39
1671,-3,0.353,94.06,239.8,-2.523,0.537,1,39
1725,-3,0,102,214.8,-2.48,0.564,1,39
1779,-5,0.3516,103.06,234.9,-2.494,0.5103,1,39
1833,2,0.3752,106.56,255.2,-2.35,0.534,1,39
1887,0,0.3508,108.1,253,-2.5,0.506,1,39
1941,2,0.3516,103.06,239.9,-2.508,0.56,1,39
1995,4,0.35,113.5,229,-2.518,0.5273,1,39
2049,5,0.3523,101.7,207.6,-2.502,0.528,1,39
2102,-5,0.3523,109.56,210.2,-2.49,0.4888,1,39
2156,3,0,100.7,197.9,-2.45,0.595,1,39
2209,3,0,106.2,216.6,-2.467,0.5386,1,39
2263,3,0.3538,98.4,194.6,-2.492,0.5776,1,39
416,0,0.909,108.1,223.8,-0.9644,0.4343,0,40
448,-1,0.7744,126.5,265.5,-1.525,0.3723,0,40
545,-5,15.97,114.2,246.4,1.459,0.3572,1,40
630,-3,0.532,104.75,246.4,-1.656,0.4014,0,40
662,5,-36.88,119.4,248.6,-0.02061,0.326,0,40
758,-4,0.7134,123.56,237.6,-1.236,0.3682,1,40
843,-5,0,110.25,233.8,-0.02061,0.3774,0,40
875,3,0.8013,129.6,263.2,-1.481,0.4082,0,40
972,-3,0.7344,124.44,237,-1.2,0.3855,1,40
1057,-2,0.895,112.8,222.2,-0.9844,0.409,0,40
1089,-1,1.001,113.25,244,-1.205,0.396,0,40
1186,4,0.924,110.94,224,-0.9536,0.4639,1,40
1240,-5,1.163,121,228.4,-1.016,0.384,1,40
1294,-2,-14.04,119.75,227.9,-0.02051,0.4045,1,40
1348,-4,1.048,114.6,212.9,-0.841,0.4124,1,40
1402,0,1.348,111.1,217.8,-0.8765,0.375,1,40
1456,3,-14.04,118.25,224.1,-0.02061,0.3398,1,40
1510,-5,0,121,216.2,-0.03607,0.3489,1,40
1564,-4,1.364,117.1,211.2,-0.866,0.3508,1,40
1618,-2,0.855,110.6,223,-1.031,0.3474,1,40
1672,-3,0.6094,125.56,240.1,-1.446,0.3423,1,40
1726,-5,0,124.9,204.8,-0.03093,0.3452,1,40
1780,1,1.245,128.6,215.6,-0.948,0.3179,1,40
1834,-4,1.488,120.56,208.4,-0.794,0.3542,1,40
1888,-1,0,107.5,221.1,-0.04102,0.359,1,40
1942,-5,6.34,113.7,222.4,-0.04614,0.3892,1,40
1996,1,1.051,131.5,223.9,-1.124,0.457,1,40
2050,-4,0.999,120.7,210.9,-0.8867,0.4192,1,40
2103,-5,0,113.75,206.6,-0.0204,0.3484,1,40
2157,-5,1.324,107.75,210.9,-0.887,0.3572,1,40
2210,0,0,112.4,222.6,-1.337,0.471,1,40
2264,4,25.55,131.5,212.1,1.516,0.392,1,40
378,-2,-14.37,84.25,227.9,1.254,0.3289,0,41
426,-5,-0.252,102.9,255.6,2.334,0.3584,0,41
431,-5,-6.207,89.06,218.4,2.418,0.3655,0,41
546,2,0.576,100.7,272,-2.574,0.3716,1,41
592,-4,-23.39,100.75,252.2,1.139,0.3481,0,41
640,-4,-3.576,98.56,247.9,2.297,0.2722,0,41
645,-3,-9.51,84.44,197.9,2.05,0.381,0,41
759,-1,0.7,106.5,258.8,-2.557,0.4014,1,41
805,2,0.4912,88.06,244.6,-1.795,0.3684,0,41
853,0,-2.633,94.2,249.6,1.332,0.3093,0,41
858,-1,-4.953,93.3,198.1,2.32,0.3862,0,41
973,1,-13.68,93.4,254.6,2.527,0.4253,1,41
1019,-4,0.4983,78.9,235.6,-1.787,0.327,0,41
1067,-4,-11.54,97.56,203.4,2.21,0.267,0,41
1072,-5,-4.734,85.6,210.8,2.428,0.3723,0,41
1187,2,-12.05,96,275,2.535,0.4526,1,41
1241,-1,0.5615,102.44,264.5,-2.104,0.374,1,41
1295,-3,0.642,106.56,260.2,-1.84,0.4573,1,41
1349,2,-10.69,102.56,266.2,1.087,0.4465,1,41
1403,-5,-23.86,100.25,264,0.8,0.4414,1,41
1457,-1,-12.875,88.1,258.2,2.916,0.4185,1,41
1511,-5,-10.03,95.94,267.5,2.523,0.407,1,41
1565,-1,0.381,102.1,263.2,-2.312,0.4702,1,41
1619,0,0.471,102.9,271.2,-1.872,0.4438,1,41
1673,-5,0.5024,100.44,272,-1.754,0.4648,1,41
1727,-3,0.4646,99.75,267.8,-1.907,0.3936,1,41
1781,2,0.4607,98.1,273.5,-1.913,0.3972,1,41
1835,-5,-12.84,104.06,267.2,2.498,0.432,1,41
1889,-3,0,99.06,268.2,1.118,0.4458,1,41
1943,-1,-11.266,98.25,275.5,1.346,0.4382,1,41
1997,-4,0.471,97.9,269.8,-1.872,0.4922,1,41
2051,-1,0.6294,102.7,261.2,-1.876,0.435,1,41
2104,-2,0.4749,97.2,265,-1.856,0.3962,1,41
2158,3,-11.016,102.75,260,2.527,0.459,1,41
2211,-1,0.476,95.56,260,-1.86,0.4336,1,41
2265,-2,0.664,104.06,255.4,-1.778,0.4363,1,41
386,-4,-22.6,89.75,207.1,2.107,0.2244,0,42
434,-5,-18.14,101.25,229.2,2.344,0.202,0,42
489,-4,-27.89,98.94,211,0.701,0.4087,0,42
547,-5,-24.58,107.8,216.5,2.186,0.1368,1,42
600,-5,-16.61,103.44,191.6,2.271,0.2074,0,42
648,-2,-17.2,115.56,223.5,2.021,0.1776,0,42
702,-5,-30.97,103.06,191.8,0.02563,0.4243,0,42
760,-5,-23.36,94,196.9,2.168,0.13,1,42
813,-5,-22.11,95.8,232.8,2.46,0.1289,0,42
861,-3,-14.31,113.94,208.1,1.221,0.1777,0,42
916,-5,-10.51,98.7,214.5,0.6357,0.349,0,42
974,-4,-17.16,102.56,195.6,2.375,0.1588,1,42
1027,-5,-22.2,96.56,239.5,1.775,0.2006,0,42
1075,-4,-29.5,105.25,185.1,1.057,0.1632,0,42
1130,-5,-22.25,107.4,185,1.448,0.3433,0,42
1188,5,-22.17,115.44,179.1,2.453,0.1471,1,42
1242,-4,-22.2,106.75,186.1,2.436,0.1073,1,42
1296,-5,-22.02,103.94,185.8,2.473,0.1371,1,42
1350,-5,-22.11,99,196.5,2.46,0.098,1,42
1404,-5,-22.44,108.5,178.1,2.422,0.1304,1,42
1458,-5,-19.38,116,201.6,2.377,0.10535,1,42
1512,-5,-18.55,114.1,182.9,2.465,0.1321,1,42
1566,-1,-21.58,99.4,205.9,2.53,0.1298,1,42
1620,-5,-21.61,115.25,202.8,2.482,0.12445,1,42
1674,4,-23.5,109.7,182.5,2.215,0.1432,1,42
1728,-4,-22.33,121.7,171.9,2.434,0.1233,1,42
1782,-5,-22.28,92.8,200.2,2.402,0.1329,1,42
1836,-4,-25.22,108.94,180.1,2.123,0.1399,1,42
1890,-4,-22.03,95.3,189,2.47,0.1259,1,42
1944,-3,-24.17,104.5,190.5,2.229,0.122,1,42
1998,-3,-22.45,92.06,200.8,2.406,0.0988,1,42
2052,-2,-22.3,94.4,203.2,2.426,0.093,1,42
2105,-2,-22.5,105.6,167.5,1.837,0.08484,1,42
2159,-3,-20.05,108.06,198.5,2.375,0.1508,1,42
2212,-2,-24.1,103.06,188.8,2.01,0.1613,1,42
2266,-4,-21.8,94.1,201.4,2.447,0.1443,1,42
401,3,-1.273,116.9,207.9,1.846,0.2935,0,43
477,-5,5.88,117.7,186.8,-0.358,0.4556,0,43
512,0,-22.33,106.2,222.9,0.8613,0.3042,0,43
548,-3,-23.55,104.06,184.6,1.558,0.3892,1,43
615,-1,-10.484,94.9,217.1,2.05,0.3132,0,43
690,-5,0.8594,115.4,202.2,-1.031,0.4197,0,43
725,-3,-8.625,89.56,208.4,2.254,0.3962,0,43
761,-2,-27.03,99.75,219,1.016,0.433,1,43
828,-4,-1.169,98.2,233.9,2.566,0.4153,0,43
904,-5,3.014,110.4,197.6,-0.2937,0.4631,0,43
939,-5,-1.931,103.44,181.2,2.047,0.3003,0,43
975,-5,-21.17,101.94,222.8,1.396,0.57,1,43
1042,-5,-11.98,118.1,256,0.3384,0.3933,0,43
1118,-3,3.252,105.1,195.9,-0.456,0.3755,0,43
1153,-4,-12.09,94.06,202.5,2.154,0.3765,0,43
1189,-2,-19.42,112.44,190.2,2.271,0.3489,1,43
1243,-5,-24.2,96.2,218,1.267,0.4797,1,43
1297,-1,-15.26,97.5,207.1,-0.057,0.4954,1,43
1351,-2,-17.84,106.6,232.9,1.201,0.4595,1,43
1405,-3,-12.67,95.3,216.4,2.453,0.5234,1,43
1459,-4,43.97,95.25,252,0.1436,0.5303,1,43
1513,-3,-25.25,106.94,191.8,1.349,0.4053,1,43
1567,-4,-32.62,110.5,231,1.098,0.5664,1,43
1621,-5,-28.12,96.7,187.8,0.6787,0.4556,1,43
1675,-5,-6.94,95.94,258.8,2.36,0.4905,1,43
1729,-3,-7.4,87.8,242.2,1.185,0.4663,1,43
1783,5,-4.457,79,205.5,1.19,0.3384,1,43
1837,0,-28.19,96.44,206.6,1.282,0.4697,1,43
